customer_key;customer_name;customer_type;gender;age;csp;city;country_key;phone;email;created_date_key
237;Yves Perez-Colin;B2C;M;24;Commerçant;São Paulo;55;0241304873;dhuet@example.com;20221017
238;Tristan Legrand;B2C;F;61;Retraité;Naples;39;+33 3 55 13 46 09;martyelisabeth@example.net;20200623
239;Laurent Maillet;B2C;F;60;Cadre Supérieur;Marseille;33;+33 4 63 44 44 91;zachariedumont@example.com;20240627
240;Roux Benoit S.A.;B2B;F;45;Cadre;Cologne;49;01 40 27 64 05;lpicard@example.org;20230710
241;Emmanuel-Léon Letellier;B2C;F;54;Cadre Supérieur;Salvador;55;0156066049;isabelle99@example.org;20230110
242;Rémy Rousseau-Weber;B2C;F;66;Cadre Supérieur;Bilbao;34;+33 5 63 98 22 75;barthelemyalain@example.org;20191130
243;Blot;B2B;F;26;Technicien;Naples;39;+33 (0)4 93 90 47 06;susanne24@example.net;20190902
244;Caroline Payet;B2C;M;60;Indépendant;Bangalore;91;0296038993;christine82@example.org;20200628
245;Manon de la Thierry;B2C;M;35;Cadre;Seville;34;06 35 78 28 99;fmillet@example.com;20240406
246;Alphonse Le Barbier;B2C;M;62;Retraité;Naples;39;02 46 57 18 37;ybernier@example.org;20200814
247;David Hernandez-Hamon;B2C;F;52;Retraité;Seville;34;+33 7 99 35 14 02;gabriellepires@example.com;20240902
248;Maurice Lecomte;B2C;F;69;Cadre Supérieur;Naples;39;+33 4 78 34 79 67;simonejoseph@example.net;20190615
249;Roger de Mary;B2C;F;29;Technicien;Guangzhou;86;+33 3 81 03 70 76;daviddiallo@example.org;20240520
250;Julien Brunet;B2C;F;33;Entrepreneur;Chennai;91;04 34 81 09 29;tleduc@example.net;20220924
251;René de Legendre;B2C;F;52;Retraité;Yokohama;81;+33 (0)2 98 97 16 77;pperrier@example.org;20210228
252;Nicolas Vallée-Perrin;B2C;F;41;Cadre;Shenzhen;86;+33 3 52 72 95 50;valletjacqueline@example.org;20220702
253;Dufour;B2B;M;64;Indépendant;Hamburg;49;0480486756;glagarde@example.org;20241202
254;Audrey Germain;B2C;F;30;Entrepreneur;Milan;39;0484077367;royeleonore@example.net;20210104
255;Richard de Da Costa;B2C;M;50;Indépendant;Rome;39;+33 (0)5 24 40 26 17;xduval@example.net;20230528
256;Christiane Clerc;B2C;F;48;Entrepreneur;Frankfurt;49;0339054432;rcordier@example.com;20231109
257;Yves Rodrigues;B2C;M;40;Cadre;Manchester;44;0234130301;vincent27@example.net;20220101
258;Sylvie Dufour de Robin;B2C;M;37;Entrepreneur;Fortaleza;55;0277210675;anaisvalentin@example.com;20230314
259;Collet SA;B2B;F;34;Entrepreneur;Milan;39;+33 5 82 36 03 16;yguillou@example.com;20240929
260;Bernier SARL;B2B;M;20;Commerçant;Valencia;34;+33 3 61 86 24 35;kgauthier@example.com;20211031
261;Henriette Bonneau;B2C;F;36;Profession libérale;Tokyo;81;+33 4 43 24 31 81;tdupont@example.org;20190112
262;Alexandrie du Joubert;B2C;M;38;Cadre;Palermo;39;+33 4 82 00 55 50;perrotgabriel@example.net;20210202
263;Manon De Sousa;B2C;F;39;Cadre;Brasília;55;+33 (0)2 49 60 89 02;ddaniel@example.org;20240311
264;Caroline de Bertrand;B2C;F;47;Cadre;Valencia;34;0519903946;bernadettehebert@example.net;20200404
265;Camille Gimenez;B2C;F;53;Indépendant;Mumbai;91;+33 3 80 92 97 76;fontaineemmanuelle@example.net;20191228
266;Lévy;B2B;M;33;Cadre;Salvador;55;06 95 44 06 95;allardphilippine@example.org;20240709
267;Margaud Blondel;B2C;F;43;Cadre;Birmingham;44;+33 2 78 02 33 78;blancamelie@example.com;20191101
268;Poulain;B2B;M;70;Indépendant;Nagoya;81;+33 5 79 19 31 11;mberger@example.net;20221023
269;Laure Colin;B2C;F;64;Indépendant;Salvador;55;+33 4 92 44 88 63;chauvetmichele@example.net;20201222
270;Adèle Roux-Cousin;B2C;F;33;Cadre;Delhi;91;0233044476;anaisperon@example.com;20240504
271;Alphonse Jacob;B2C;M;48;Cadre;Mumbai;91;04 50 49 91 44;sophie33@example.org;20240712
272;Philippe;B2B;F;63;Indépendant;Milan;39;04 63 69 18 51;tgarnier@example.com;20210328
273;Michelle Fernandez;B2C;M;40;Cadre;Tokyo;81;05 31 65 03 26;daniel21@example.com;20230520
274;Rossi S.A.;B2B;F;32;Entrepreneur;Beijing;86;+33 (0)3 56 48 55 75;claireprevost@example.org;20220112
275;Simone Pelletier-Labbé;B2C;M;19;Étudiant;Lyon;33;0376038419;nicole92@example.org;20210314
276;Théodore Aubry;B2C;F;23;Employé;Chicago;1;05 82 94 78 52;diane20@example.org;20220716
277;Raymond Grenier-Ledoux;B2C;F;69;Retraité;Paris;33;+33 3 80 58 80 43;reneleroux@example.net;20231213
278;Timothée Rodriguez-De Sousa;B2C;F;49;Entrepreneur;Chennai;91;+33 1 42 82 95 77;raymondamelie@example.com;20230924
279;Julien Roussel;B2C;M;40;Profession libérale;Turin;39;+33 (0)2 31 58 83 53;fcolin@example.net;20240916
280;René Michaud;B2C;M;53;Cadre Supérieur;Hamburg;49;0245054005;berthelotcharles@example.com;20230913
281;Denise de la Reynaud;B2C;M;64;Cadre Supérieur;Marseille;33;+33 (0)4 20 54 51 85;julie73@example.com;20230711
282;Thibault Deschamps;B2C;M;33;Entrepreneur;Los Angeles;1;+33 (0)4 82 17 85 57;dominiquepruvost@example.com;20231224
283;Thierry Jacquot;B2C;F;35;Cadre;Seville;34;+33 (0)4 92 20 38 89;boucherhenriette@example.com;20200207
284;Étienne Duval;B2C;F;46;Cadre;Glasgow;44;+33 (0)4 83 84 19 32;diasdenis@example.net;20200711
285;Georges Launay;B2C;F;50;Retraité;Beijing;86;+33 1 78 58 99 15;remysuzanne@example.org;20210127
286;Élodie Cordier;B2C;F;50;Cadre Supérieur;Kolkata;91;+33 (0)1 58 33 75 15;rogerguillon@example.net;20231120
287;Dorothée Blondel;B2C;F;20;Commerçant;Salvador;55;+33 2 32 14 95 73;charlotte79@example.com;20190521
288;Colette Jacquot Le Durand;B2C;M;45;Cadre;Cologne;49;04 68 21 20 89;michelguichard@example.net;20211209
289;Adèle Blondel;B2C;M;23;Technicien;Munich;49;02 34 81 08 90;jacquesrocher@example.org;20191204
290;Henry;B2B;M;33;Entrepreneur;Birmingham;44;+33 (0)5 32 06 90 37;tcarpentier@example.org;20200930
291;Nicole Huet;B2C;M;38;Entrepreneur;Rio de Janeiro;55;+33 (0)4 94 38 11 72;paulettedelorme@example.com;20190624
292;Capucine Dumas de Hernandez;B2C;M;23;Technicien;Chengdu;86;02 85 66 62 92;paul13@example.com;20200912
293;Henri Potier;B2C;M;52;Indépendant;Osaka;81;+33 3 44 14 01 72;dlelievre@example.com;20190109
294;Michel Valentin;B2C;F;30;Cadre;Marseille;33;+33 1 49 67 73 41;roger44@example.org;20220605
295;Vincent Adam Le Blanchet;B2C;M;43;Cadre;Munich;49;+33 2 43 65 07 11;michellemoreau@example.net;20190314
296;Patrick Martineau;B2C;F;68;Retraité;Brasília;55;+33 (0)3 85 40 31 91;vincentlelievre@example.org;20240428
297;Marc-Édouard Bonnin;B2C;M;57;Indépendant;Valencia;34;0442279137;renee55@example.net;20240719
298;Lorraine Normand du Weiss;B2C;M;53;Retraité;Salvador;55;0257960487;rroux@example.net;20230104
299;Célina Imbert;B2C;M;48;Cadre;Fortaleza;55;+33 4 42 18 30 83;agathejacob@example.net;20191015
300;Gérard Masson;B2C;F;18;Étudiant;Chengdu;86;0470701490;edithmace@example.org;20210420
301;Thomas Ollivier;B2C;F;20;Commerçant;Leeds;44;+33 1 74 80 78 17;celina39@example.org;20190817
302;Anne Maillard-Gilles;B2C;M;36;Entrepreneur;Chennai;91;0517189781;dorothee86@example.com;20210828
303;Théophile Dumas;B2C;M;65;Indépendant;Los Angeles;1;0228252220;andregimenez@example.net;20191129
304;Paulette Jacquet;B2C;F;62;Indépendant;Toulouse;33;+33 3 88 40 45 14;wclement@example.net;20230627
305;Antoinette Paul;B2C;F;69;Indépendant;Yokohama;81;0359651711;rgoncalves@example.com;20190113
306;Amélie Weiss du Mallet;B2C;M;27;Technicien;Phoenix;1;+33 (0)3 25 64 05 61;simone25@example.net;20210122
307;Nathalie Costa-Normand;B2C;M;52;Retraité;Bangalore;91;+33 (0)3 64 99 38 59;josephinesalmon@example.net;20200822
308;Christiane Pierre;B2C;F;21;Technicien;Beijing;86;05 34 04 76 36;fwagner@example.com;20210918
309;Patrick-Zacharie Courtois;B2C;F;65;Retraité;Brasília;55;+33 5 63 57 84 13;louiseperrier@example.org;20210517
310;Regnier;B2B;F;47;Entrepreneur;Chicago;1;04 97 94 74 11;philippinecollin@example.net;20230412
311;Pierre Raymond S.A.R.L.;B2B;M;20;Employé;Houston;1;+33 2 97 85 88 51;jdaniel@example.com;20210924
312;Pruvost S.A.;B2B;M;53;Indépendant;Chennai;91;07 72 23 19 08;guillaume78@example.org;20200819
313;Denise Leroux;B2C;M;19;Étudiant;Toulouse;33;03 82 89 99 97;martinezgabrielle@example.net;20221109
314;Bertrand Bruneau;B2C;F;68;Cadre Supérieur;Rio de Janeiro;55;+33 (0)3 39 95 97 45;perezoceane@example.org;20200729
315;Julien Perret;B2C;M;27;Employé;Bilbao;34;+33 (0)4 80 70 00 29;lduval@example.net;20241027
316;Alice Foucher;B2C;M;18;Étudiant;Los Angeles;1;+33 2 43 38 01 33;boutinines@example.net;20230112
317;Manon Roche;B2C;F;65;Indépendant;Turin;39;+33 3 76 42 85 63;lucy06@example.net;20240326
318;Éric Riou;B2C;M;47;Entrepreneur;Tokyo;81;0355655641;augusteleduc@example.com;20210727
319;Baudry et Fils;B2B;M;47;Entrepreneur;Manchester;44;+33 (0)5 87 83 36 04;fjean@example.net;20190903
320;Clémence Cohen;B2C;M;57;Indépendant;Cologne;49;+33 6 15 57 21 57;hbouchet@example.net;20190129
321;Daniel Rousseau;B2C;M;24;Commerçant;Osaka;81;0145502049;marguerite94@example.org;20200411
322;Sophie-Margaud Gosselin;B2C;F;31;Profession libérale;Houston;1;+33 4 43 68 52 84;ttoussaint@example.net;20200605
323;Laurence Hardy-Noël;B2C;M;31;Profession libérale;Lyon;33;04 92 33 76 09;zacharie69@example.org;20220628
324;Aimé Perrier-Pons;B2C;F;21;Commerçant;Shanghai;86;0602503635;rdevaux@example.org;20210421
325;Isaac Blot Le Roux;B2C;F;60;Cadre Supérieur;Turin;39;0326222857;langloischristiane@example.net;20211008
326;Louise Mathieu;B2C;M;34;Entrepreneur;Rio de Janeiro;55;0483070307;boulangerthomas@example.net;20200818
327;Olivie Lopez-Meunier;B2C;M;57;Indépendant;Fortaleza;55;+33 (0)3 55 25 50 42;gregoire95@example.org;20201127
328;Éric de la Rodrigues;B2C;F;68;Retraité;Rio de Janeiro;55;06 95 82 80 58;jvasseur@example.com;20221130
329;Anouk Boyer;B2C;F;70;Indépendant;Phoenix;1;0450859279;philippinepereira@example.net;20200119
330;Benjamin du Le Gall;B2C;F;58;Retraité;Rome;39;0531257543;corinnemartin@example.com;20241201
331;Rémy Moulin;B2C;M;27;Commerçant;Phoenix;1;+33 3 76 12 42 82;cmartel@example.com;20231204
332;Raymond Allard;B2C;M;34;Profession libérale;Brasília;55;+33 5 65 82 49 84;ppereira@example.org;20191022
333;Thibault Langlois;B2C;F;34;Entrepreneur;Osaka;81;+33 4 63 88 88 96;noemipierre@example.net;20200330
334;Christophe Moulin Le David;B2C;M;50;Retraité;Brasília;55;02 47 06 42 78;delahayemichele@example.com;20230803
335;David Hoareau;B2C;F;70;Retraité;Guangzhou;86;+33 (0)7 35 12 69 35;margaretrey@example.org;20221223
336;Arthur Le Munoz;B2C;F;59;Cadre Supérieur;Bilbao;34;+33 3 52 99 14 96;aurore69@example.org;20221012
337;Isaac-Victor Hubert;B2C;M;43;Cadre;Sapporo;81;+33 2 49 29 31 55;virginiemeunier@example.com;20230720
338;Astrid Monnier-Lagarde;B2C;F;22;Commerçant;Bordeaux;33;+33 3 83 50 13 19;berthelotchristelle@example.org;20240920
339;Véronique-Colette Duhamel;B2C;M;20;Employé;Bilbao;34;0420260079;hoareauclaude@example.net;20210703
340;Émile Hoarau;B2C;M;42;Profession libérale;Kolkata;91;02 85 46 50 88;constancemunoz@example.com;20200609
341;Blanc S.A.R.L.;B2B;M;31;Profession libérale;Palermo;39;+33 4 80 73 58 76;diazguillaume@example.org;20230811
342;Cécile Dijoux;B2C;F;67;Cadre Supérieur;Kolkata;91;03 63 56 41 23;dupontfrederique@example.org;20220616
343;Luc Blanchard;B2C;F;33;Profession libérale;Osaka;81;+33 4 82 55 49 86;rbarbe@example.org;20190314
344;Ribeiro S.A.;B2B;M;65;Indépendant;Munich;49;0798074285;gerard80@example.com;20221122
345;Alice Boulay;B2C;F;49;Cadre;Yokohama;81;+33 (0)1 81 72 44 23;sylviemuller@example.org;20210121
346;Marguerite Valette;B2C;M;43;Profession libérale;Manchester;44;02 34 79 17 29;agnespotier@example.com;20210116
347;Margaux Chevalier-Renault;B2C;M;29;Commerçant;Madrid;34;+33 (0)6 71 90 51 46;ujacques@example.org;20200702
348;Noël Guyot-Perret;B2C;F;46;Profession libérale;Beijing;86;+33 4 86 56 34 61;kleinbernard@example.com;20240410
349;Gérard;B2B;F;69;Retraité;Brasília;55;0146349358;rolandmercier@example.com;20220426
350;Alix Lelièvre;B2C;M;23;Commerçant;Berlin;49;+33 (0)3 89 38 71 14;deniseleroy@example.org;20220702
351;Gabriel Deschamps;B2C;M;48;Entrepreneur;Chicago;1;+33 6 69 29 73 62;francoisdelmas@example.com;20201107
352;Lucas Guérin;B2C;F;41;Entrepreneur;Seville;34;+33 2 48 51 13 06;margaux21@example.net;20220411
353;Thomas Bazin S.A.R.L.;B2B;M;63;Retraité;Cologne;49;02 78 61 27 11;martymarc@example.com;20201206
354;Auger;B2B;M;67;Cadre Supérieur;Brasília;55;05 35 84 49 25;sylvie09@example.org;20240630
355;Geneviève Le Teixeira;B2C;F;40;Entrepreneur;Milan;39;+33 4 95 04 04 92;carontristan@example.net;20221211
356;Amélie Bertin-Lecomte;B2C;F;55;Cadre Supérieur;Chicago;1;+33 2 76 89 91 76;maryse30@example.com;20230116
357;Jules Bertin;B2C;M;47;Profession libérale;Houston;1;05 82 43 23 25;celinebouvet@example.com;20200905
358;Émilie Marchand;B2C;F;29;Technicien;Guangzhou;86;01 77 66 88 55;margot67@example.net;20200519
359;Roussel SARL;B2B;M;23;Employé;Salvador;55;0508804587;reneroche@example.org;20210817
360;Marcel Fischer;B2C;F;23;Technicien;Yokohama;81;+33 5 53 27 88 02;luctoussaint@example.com;20220307
361;Denis du Rolland;B2C;F;53;Indépendant;Mumbai;91;0176179689;bodinaime@example.net;20231215
362;Paulette Dufour;B2C;F;34;Entrepreneur;Chengdu;86;+33 5 94 47 89 67;nrolland@example.com;20240805
363;Marianne Bodin-Carlier;B2C;M;62;Retraité;Sapporo;81;0516507476;aurore12@example.net;20190422
364;Arthur Turpin;B2C;F;53;Cadre Supérieur;Madrid;34;+33 (0)2 30 27 13 01;gilbert55@example.net;20240919
365;Joseph Jacques;B2C;F;49;Cadre;Bilbao;34;02 99 56 35 25;reynaudchristine@example.com;20190209
366;Gérard Tanguy;B2C;F;26;Technicien;Frankfurt;49;+33 4 79 71 99 72;nsanchez@example.net;20230224
367;Andrée du Ferreira;B2C;F;45;Cadre;Chennai;91;+33 (0)1 39 28 48 09;baronlaurent@example.net;20220703
368;Blondel S.A.S.;B2B;F;57;Indépendant;Beijing;86;0415979412;perrinjules@example.org;20240614
369;Isabelle du Morel;B2C;M;22;Commerçant;Bangalore;91;04 75 77 32 02;guy00@example.org;20241027
370;Susanne-Margot Sauvage;B2C;M;54;Retraité;Los Angeles;1;02 72 79 95 47;goncalvesamelie@example.org;20211015
371;Véronique Bonnin-Hebert;B2C;M;25;Commerçant;Milan;39;+33 3 44 47 51 34;cbarbier@example.org;20220927
372;Dumont S.A.R.L.;B2B;M;38;Entrepreneur;Naples;39;0386401675;guilloujacqueline@example.org;20240311
373;Madeleine de Lecomte;B2C;F;34;Cadre;Chennai;91;0579123932;jbernard@example.com;20210721
374;Thibaut Lecoq;B2C;F;30;Entrepreneur;São Paulo;55;0636841492;dde-sousa@example.net;20200328
375;Julien;B2B;M;50;Retraité;Kolkata;91;+33 4 42 18 69 45;ebourdon@example.org;20220116
376;Geneviève Lebon;B2C;M;20;Commerçant;New York;1;+33 3 66 06 38 38;simonsylvie@example.net;20200518
377;Morel;B2B;M;25;Commerçant;Lyon;33;01 69 62 96 21;guillaume48@example.org;20201219
378;Honoré Bègue;B2C;M;18;Étudiant;Munich;49;0467212137;pauline01@example.net;20230811
379;Grégoire Lamy;B2C;F;18;Étudiant;Birmingham;44;07 54 52 32 40;bbrun@example.org;20210313
380;Stéphanie Coulon;B2C;M;66;Retraité;Chicago;1;+33 (0)2 90 53 67 21;gabrielrousseau@example.net;20210514
381;Émile Bruneau-Buisson;B2C;M;31;Entrepreneur;Cologne;49;+33 1 53 04 80 63;moreauamelie@example.net;20231125
382;Émilie-Claudine Besson;B2C;M;38;Profession libérale;Beijing;86;02 44 44 75 00;pruvostroger@example.net;20210906
383;Alves;B2B;F;28;Commerçant;Bangalore;91;03 54 79 34 22;klegendre@example.com;20230321
384;Éléonore Fernandez;B2C;F;35;Entrepreneur;Palermo;39;0547332557;charles20@example.com;20240604
385;Jacqueline Gauthier;B2C;M;32;Cadre;Madrid;34;0257222063;acourtois@example.org;20220728
386;Léger;B2B;F;55;Indépendant;Rio de Janeiro;55;+33 1 70 02 30 48;simoneruiz@example.net;20240914
387;Paul Morel;B2C;F;46;Entrepreneur;Shenzhen;86;02 46 17 68 60;dupontastrid@example.net;20240926
388;Émile Ribeiro;B2C;F;32;Profession libérale;Milan;39;0442654472;peltiergeorges@example.com;20230907
389;Luc Martins;B2C;F;64;Cadre Supérieur;Birmingham;44;+33 (0)6 34 42 37 41;francois68@example.org;20200530
390;Victor Olivier;B2C;F;66;Cadre Supérieur;Tokyo;81;+33 (0)4 89 45 65 52;qguyon@example.com;20190907
391;Martine Boyer;B2C;M;25;Commerçant;Kolkata;91;0172740680;andre53@example.com;20210109
392;Thérèse-Chantal Moreau;B2C;M;26;Technicien;Turin;39;+33 (0)2 48 71 34 35;dupuissabine@example.org;20220306
393;Thomas Jacquot-Picard;B2C;F;37;Profession libérale;Glasgow;44;+33 5 19 95 74 26;leblancmargaret@example.org;20190914
394;Pénélope Lacombe du Bouvet;B2C;M;41;Cadre;Shenzhen;86;+33 (0)2 28 20 25 48;nicolasanastasie@example.org;20211112
395;Marine Henry;B2C;M;58;Indépendant;Frankfurt;49;06 43 71 33 56;jourdanjosette@example.com;20220421
396;Rossi;B2B;F;29;Commerçant;Glasgow;44;+33 (0)3 44 14 12 66;pmuller@example.org;20241017
397;Pierre Ollivier;B2C;M;63;Indépendant;Seville;34;+33 2 36 65 11 92;igay@example.org;20220831
398;Marc Laine;B2C;M;23;Commerçant;Leeds;44;01 45 50 44 88;roger45@example.net;20191223
399;Renault;B2B;M;68;Cadre Supérieur;Rome;39;0272692430;pauletteolivier@example.org;20211202
400;Audrey de Martineau;B2C;F;62;Cadre Supérieur;Nagoya;81;0549296283;fgautier@example.com;20240913
401;Alexandre;B2B;M;28;Employé;Leeds;44;+33 5 33 35 79 22;renaultlouise@example.net;20240116
402;Nathalie Marchal;B2C;M;22;Technicien;Glasgow;44;02 37 97 79 50;christiane77@example.net;20201002
403;Arthur Thierry;B2C;M;67;Retraité;Toulouse;33;0252527840;larochelouis@example.org;20240712
404;Michèle Robin;B2C;M;45;Entrepreneur;Salvador;55;+33 6 99 01 33 37;gomesandre@example.com;20230704
405;Yves Jacquot;B2C;M;20;Employé;Leeds;44;+33 (0)5 81 26 51 27;kguilbert@example.org;20191211
406;Aimé Letellier;B2C;M;50;Cadre Supérieur;Barcelona;34;+33 4 94 86 07 02;margaux47@example.org;20220926
407;Leclerc Dias S.A.S.;B2B;M;28;Commerçant;Manchester;44;06 34 87 91 20;inesfoucher@example.com;20231129
408;Thomas Marques;B2C;M;63;Indépendant;Phoenix;1;+33 2 57 83 55 47;hberthelot@example.net;20220724
409;Olivie Nicolas;B2C;M;29;Employé;Bilbao;34;+33 1 64 29 76 59;mdias@example.org;20190602
410;Grégoire Garcia du Meunier;B2C;F;62;Indépendant;Mumbai;91;+33 (0)4 58 07 31 77;jimbert@example.com;20191216
411;Joseph Gosselin;B2C;F;29;Commerçant;Nagoya;81;06 30 26 53 12;alicelaroche@example.org;20240111
412;Duval;B2B;F;28;Employé;Shanghai;86;+33 (0)5 35 33 51 84;margauxbarre@example.org;20200416
413;Christophe Marin;B2C;F;57;Cadre Supérieur;Manchester;44;+33 (0)2 99 55 71 60;legeramelie@example.org;20240108
414;Audrey Fischer;B2C;M;28;Commerçant;Valencia;34;+33 6 28 38 69 86;genevieveguillot@example.net;20240416
415;Josette Lamy;B2C;F;49;Profession libérale;Madrid;34;+33 (0)5 54 74 14 97;nperret@example.com;20191009
416;Roland Imbert-Guérin;B2C;F;36;Profession libérale;Chengdu;86;0172665311;jourdansusan@example.org;20240710
417;Torres SA;B2B;M;40;Profession libérale;Chicago;1;04 15 15 78 84;emilie31@example.net;20220901
418;Jacques Gaillard;B2C;M;21;Technicien;Rome;39;03 71 10 42 39;margaud13@example.com;20210803
419;Benoît Étienne;B2C;M;64;Retraité;Naples;39;+33 1 79 15 82 01;qlebrun@example.com;20200703
420;Robert;B2B;F;65;Indépendant;Manchester;44;+33 5 24 91 09 84;penelopede-sousa@example.org;20230413
421;Madeleine Dumas-Allain;B2C;M;58;Retraité;Seville;34;+33 4 70 28 83 31;ncarlier@example.org;20230308
422;Guy Menard-Maury;B2C;M;57;Indépendant;Mumbai;91;0172198030;peltiernicole@example.net;20190311
423;Laurent Hamon du Gaudin;B2C;M;70;Indépendant;Nagoya;81;0536810514;edithlebrun@example.net;20230119
424;Frédérique Gaudin-Morin;B2C;F;44;Entrepreneur;Palermo;39;04 42 42 23 03;hoaraumarguerite@example.com;20220801
425;Denis Charles;B2C;M;66;Cadre Supérieur;Madrid;34;04 26 26 57 99;couturiernoel@example.com;20240606
426;Vincent Guyon-Gautier;B2C;F;63;Retraité;Yokohama;81;03 56 85 79 57;bernardveronique@example.org;20211102
427;Le Gall Hubert SA;B2B;F;36;Entrepreneur;Osaka;81;+33 (0)4 70 03 51 95;bernadettehoarau@example.org;20190517
428;David de Guyot;B2C;M;49;Entrepreneur;Los Angeles;1;+33 (0)1 73 41 55 29;emileda-silva@example.org;20210202
429;Frédéric Rocher;B2C;M;46;Profession libérale;Yokohama;81;+33 2 29 39 48 32;alexandria01@example.org;20240830
430;Robert Nicolas du Marty;B2C;F;51;Cadre Supérieur;Chennai;91;0390362197;ipasquier@example.com;20191007
431;Gabrielle Perrin;B2C;M;56;Indépendant;Los Angeles;1;+33 1 46 96 06 96;margaudjacquot@example.com;20220405
432;Margot Robert;B2C;F;65;Cadre Supérieur;Guangzhou;86;+33 (0)5 19 39 84 63;victor84@example.com;20211218
433;Lucas Martins;B2C;F;37;Entrepreneur;Valencia;34;04 70 30 88 58;xlagarde@example.org;20230609
434;Benoît Deschamps-Rivière;B2C;M;56;Indépendant;Chicago;1;03 81 28 06 95;camilleguillaume@example.com;20210529
435;Martin de Lefebvre;B2C;F;33;Cadre;Tokyo;81;05 34 00 67 59;philippe24@example.org;20200105
436;Luce Leduc de Lagarde;B2C;F;28;Technicien;Brasília;55;+33 1 56 18 13 72;epoulain@example.net;20240601
437;Louise Lefèvre-Clément;B2C;M;60;Retraité;Chengdu;86;03 54 14 16 34;dominiquegirard@example.net;20220511
438;Carpentier S.A.S.;B2B;M;20;Commerçant;Birmingham;44;0364156682;benoit45@example.net;20190504
439;Julie François;B2C;F;58;Cadre Supérieur;Toulouse;33;+33 (0)3 24 75 30 93;marcmeyer@example.com;20220610
440;Jules Launay-Garnier;B2C;F;19;Étudiant;Turin;39;05 62 53 47 80;theresepichon@example.org;20200208
441;Éric Pruvost;B2C;M;54;Indépendant;Seville;34;04 71 78 94 25;ithierry@example.com;20210826
442;Antoine Delahaye;B2C;M;29;Employé;Barcelona;34;+33 (0)2 41 10 99 12;delmaslorraine@example.org;20210217
443;Michelle Baudry;B2C;M;33;Cadre;Chicago;1;0328811127;rene62@example.net;20230906
444;Laurent Delaunay;B2C;F;55;Indépendant;Chennai;91;02 19 63 34 04;laetitia00@example.com;20240720
445;Pauline Delorme;B2C;M;66;Retraité;New York;1;0466944737;lmartinez@example.com;20201011
446;Girard SARL;B2B;M;46;Cadre;Turin;39;+33 1 47 39 58 10;valerie26@example.net;20221003
447;Gilles Guillet;B2C;F;40;Profession libérale;Shanghai;86;+33 6 35 52 68 20;bertrand56@example.com;20200522
448;Dijoux;B2B;F;20;Commerçant;Palermo;39;0587039396;cchretien@example.org;20231229
449;Benoît Vallet;B2C;F;66;Retraité;Toulouse;33;0149631882;cbousquet@example.org;20230809
450;Xavier-Georges Maillard;B2C;M;23;Employé;Guangzhou;86;+33 (0)1 64 85 09 32;robertzoe@example.net;20220731
451;Alex Martins;B2C;M;51;Cadre Supérieur;Guangzhou;86;+33 4 65 82 94 80;jtorres@example.com;20240716
452;Renée Perrier;B2C;M;67;Indépendant;Naples;39;+33 3 85 12 53 63;gerard10@example.org;20231029
453;Nicolas-Tristan Normand;B2C;F;24;Employé;Shanghai;86;+33 (0)6 72 93 12 96;hklein@example.org;20210830
454;Henri Joly;B2C;M;40;Cadre;Munich;49;+33 6 37 70 36 03;zlebrun@example.org;20240819
455;Valentine Klein;B2C;F;58;Cadre Supérieur;Manchester;44;+33 6 05 39 48 75;auguste52@example.com;20191109
456;Alves;B2B;F;18;Étudiant;Manchester;44;0546368881;pierre01@example.com;20220413
457;Marcel de la Blanchet;B2C;F;49;Entrepreneur;Tokyo;81;0382099718;adelegimenez@example.org;20200727
458;Adrien Gaudin-Simon;B2C;F;63;Indépendant;Houston;1;0234445406;rossimonique@example.com;20231012
459;Stéphanie Samson;B2C;M;25;Technicien;Delhi;91;0787275673;caronsimone@example.org;20231120
460;Xavier Lambert du Guyot;B2C;M;33;Profession libérale;New York;1;01 70 64 50 46;micheleric@example.org;20200924
461;Charles-Timothée Lamy;B2C;M;51;Cadre Supérieur;Chennai;91;+33 2 77 08 40 10;rouxadrienne@example.com;20220409
462;Hugues Weber;B2C;F;33;Profession libérale;Houston;1;+33 (0)4 84 14 91 92;christiane52@example.org;20230716
463;Pierre Faure;B2C;M;41;Cadre;Madrid;34;+33 (0)3 56 92 19 36;wvidal@example.org;20230407
464;Renard;B2B;F;51;Retraité;Tokyo;81;0485214356;gilbertluce@example.net;20210215
465;Claire Caron;B2C;M;42;Entrepreneur;London;44;0362358205;andrejules@example.org;20240328
466;Sébastien Bouvet;B2C;F;64;Cadre Supérieur;Manchester;44;04 30 97 43 41;thomasbrigitte@example.org;20240417
467;Laporte Techer et Fils;B2B;M;56;Cadre Supérieur;Paris;33;0310579734;faurepauline@example.org;20200306
468;Victor Rey;B2C;F;18;Étudiant;Frankfurt;49;0355448878;arnaude92@example.org;20231005
469;Tristan Legendre Le Bourdon;B2C;F;55;Indépendant;Mumbai;91;+33 4 63 04 82 21;guymeyer@example.com;20190630
470;Paul Leduc;B2C;M;43;Profession libérale;Houston;1;+33 5 86 64 16 31;thomasmarthe@example.com;20240606
471;Nicolas Ferrand;B2C;M;27;Commerçant;Phoenix;1;+33 (0)3 83 20 92 78;dijouxlucy@example.com;20240723
472;Suzanne Le Masson;B2C;M;31;Cadre;Paris;33;+33 (0)4 43 34 14 13;isaacpereira@example.org;20240409
473;Marguerite Richard;B2C;F;22;Technicien;Bilbao;34;07 91 87 09 55;aguyot@example.com;20190505
